company_id,snapshot_month,status_code,snapshot_url
almond,2022-10-01,200,https://web.archive.org/web/20221001123307/almondobgyn.com
almond,2022-11-01,-,https://web.archive.org/web/20221101153041/almondobgyn.com
almond,2022-12-01,200,https://web.archive.org/web/20221203223755/almondobgyn.com
almond,2023-01-01,200,https://web.archive.org/web/20230101100824/almondobgyn.com
almond,2023-02-01,200,https://web.archive.org/web/20230216004055/almondobgyn.com
almond,2023-03-01,-,https://web.archive.org/web/20230303134523/almondobgyn.com
almond,2023-04-01,301,https://web.archive.org/web/20230401110517/almondobgyn.com
almond,2023-06-01,301,https://web.archive.org/web/20230627145730/almondobgyn.com
almond,2023-08-01,200,https://web.archive.org/web/20230809054959/almondobgyn.com
almond,2023-10-01,403,https://web.archive.org/web/20231031234255/almondobgyn.com
almond,2023-12-01,403,https://web.archive.org/web/20231201091033/almondobgyn.com
almond,2024-01-01,-,https://web.archive.org/web/20240106204203/almondobgyn.com
almond,2024-03-01,200,https://web.archive.org/web/20240315204220/almondobgyn.com
almond,2024-04-01,403,https://web.archive.org/web/20240419052114/almondobgyn.com
almond,2024-05-01,-,https://web.archive.org/web/20240503092753/almondobgyn.com
almond,2024-06-01,-,https://web.archive.org/web/20240602122913/almondobgyn.com
almond,2024-07-01,-,https://web.archive.org/web/20240702082536/almondobgyn.com
almond,2024-08-01,-,https://web.archive.org/web/20240801084121/almondobgyn.com
almond,2024-09-01,-,https://web.archive.org/web/20240906142910/almondobgyn.com
almond,2024-10-01,-,https://web.archive.org/web/20241004083819/almondobgyn.com
almond,2024-11-01,-,https://web.archive.org/web/20241113142100/almondobgyn.com
almond,2024-12-01,403,https://web.archive.org/web/20241204174520/almondobgyn.com
almond,2025-01-01,403,https://web.archive.org/web/20250121172550/almondobgyn.com
almond,2025-03-01,403,https://web.archive.org/web/20250306032802/almondobgyn.com
almond,2025-04-01,200,https://web.archive.org/web/20250405062646/almondobgyn.com
almond,2025-05-01,200,https://web.archive.org/web/20250508022401/almondobgyn.com
almond,2025-09-01,200,https://web.archive.org/web/20250918061508/almondobgyn.com
almond,2025-10-01,200,https://web.archive.org/web/20251009143512/almondobgyn.com
almond,2025-11-01,200,https://web.archive.org/web/20251116064034/almondobgyn.com
almond,2025-12-01,200,https://web.archive.org/web/20251209112626/almondobgyn.com
almond,2026-01-01,200,https://web.archive.org/web/20260119211034/almondobgyn.com
almond,2026-02-01,200,https://web.archive.org/web/20260213165903/almondobgyn.com
almond,2026-03-01,200,https://web.archive.org/web/20260315143352/almondobgyn.com
almond,2026-04-01,200,https://web.archive.org/web/20260413020926/almondobgyn.com
altrina,2021-11-01,302,https://web.archive.org/web/20211126011726/altrina.com
altrina,2023-10-01,404,https://web.archive.org/web/20231031232805/altrina.com
altrina,2024-04-01,302,https://web.archive.org/web/20240430105202/altrina.com
altrina,2024-08-01,302,https://web.archive.org/web/20240829090448/altrina.com
altrina,2024-09-01,200,https://web.archive.org/web/20240926152720/altrina.com
altrina,2025-07-01,-,https://web.archive.org/web/20250710163755/altrina.com
altrina,2025-11-01,307,https://web.archive.org/web/20251125225802/altrina.com
altrina,2025-12-01,200,https://web.archive.org/web/20251202063823/altrina.com
altrina,2026-01-01,200,https://web.archive.org/web/20260102193255/altrina.com
altrina,2026-02-01,200,https://web.archive.org/web/20260209081409/altrina.com
altrina,2026-03-01,200,https://web.archive.org/web/20260311190510/altrina.com
altrina,2026-04-01,200,https://web.archive.org/web/20260413014758/altrina.com
altrina,2026-05-01,200,https://web.archive.org/web/20260517210850/altrina.com
antwalk,2021-11-01,301,https://web.archive.org/web/20211126075736/antwalk.com
antwalk,2022-02-01,200,https://web.archive.org/web/20220227221910/antwalk.com
antwalk,2022-03-01,200,https://web.archive.org/web/20220330065829/antwalk.com
antwalk,2022-04-01,-,https://web.archive.org/web/20220401060414/antwalk.com
antwalk,2022-05-01,-,https://web.archive.org/web/20220503230357/antwalk.com
antwalk,2022-06-01,200,https://web.archive.org/web/20220604230956/antwalk.com
antwalk,2022-07-01,200,https://web.archive.org/web/20220706004741/antwalk.com
