company_id,event_date,event_type,detail,source,source_url
stock-unlock,2022-01-13,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/stock-unlock
stockline,2025-07-24,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/stockline
stoke-space,2021-07-26,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/stoke-space
stoke-space,2026-04-16,funding,"Form D filed ($275,000,029 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141526000001/primary_doc.xml
stoke-space,2025-11-06,funding,"Form D filed ($409,999,965 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141525000005/primary_doc.xml
stoke-space,2025-01-23,funding,"Form D filed ($145,999,814 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141525000001/primary_doc.xml
stoke-space,2025-01-23,funding,"Form D filed ($183,799,935 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141525000002/primary_doc.xml
stoke-space,2021-05-10,funding,"Form D filed ($9,141,800 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141521000001/primary_doc.xml
stoke-space,2021-12-21,funding,"Form D filed ($64,999,992 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141521000002/primary_doc.xml
storia-ai,2024-08-25,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/storia-ai
stormy,2024-08-09,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/stormy
storyboarder,2023-02-28,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/storyboarder
storylane,2021-07-16,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/storylane
stownest,2021-06-25,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/stownest
strac,2022-01-08,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/strac
strada,2023-07-28,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/strada
stralis-aircraft,2023-01-15,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/stralis-aircraft
strand-ai,2026-01-26,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/strand-ai
stratify,2025-05-22,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/stratify
stratify,2020-08-25,funding,"Form D filed ($4,899,998 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1821679/000182167920000001/primary_doc.xml
streak-2,2021-12-20,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/streak-2
stream,2022-06-29,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/stream
streamable,2024-09-28,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/streamable
strideq,2021-08-06,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/strideq
striga,2021-02-25,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/striga
strive-math,2021-08-09,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/strive-math
strong-compute,2022-03-09,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/strong-compute
struct,2023-02-22,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/struct
struct-ai,2024-09-26,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/struct-ai
structured-ai,2025-09-30,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/structured-ai
structured-labs,2023-06-13,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/structured-labs
studdy,2023-07-02,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/studdy
studystream,2021-07-29,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/studystream
studystream,2022-04-14,funding,"Form D filed ($9,032,486 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1923540/000192354022000001/primary_doc.xml
subimage,2025-01-13,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/subimage
sublingual,2025-02-26,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/sublingual
subscriptionflow,2022-01-25,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/subscriptionflow
subsets,2023-07-17,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/subsets
substrate,2024-09-20,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/substrate
subtrace,2024-12-02,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/subtrace
subvysion,2026-07-13,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/subvysion
subvysion,2026-03-26,funding,"Form D filed ($355,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2123212/000212321226000001/primary_doc.xml
sudocode,2023-06-17,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/sudocode
suger,2022-12-15,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/suger
suggestr,2021-12-01,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/suggestr
sully-ai,2021-06-29,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/sully-ai
sunflower,2025-09-11,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/sunflower
sunflower,2023-07-20,funding,"Form D filed ($505,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1876339/000108036823000032/primary_doc.xml
sunflower,2021-08-09,funding,"Form D filed ($9,924,993 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1876339/000187633921000002/primary_doc.xml
sunflower,2023-12-28,funding,"Form D filed ($1,500,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1876339/000108036823000047/primary_doc.xml
sunlight,2022-06-22,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/sunlight
sunpia,2022-09-02,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/sunpia
sunset,2024-10-24,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/sunset
supadock,2023-01-08,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/supadock
supafax,2026-01-03,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/supafax
superagent,2023-12-01,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/superagent
superapi,2023-03-12,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/superapi
superbar,2022-06-27,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/superbar
supercontrast,2024-09-25,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/supercontrast
superglue,2025-01-24,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/superglue
superkalam,2023-02-15,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/superkalam
superlog,2026-04-03,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/superlog
superpowered-ai,2022-06-23,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/superpowered-ai
supersend,2022-01-13,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/supersend
superset,2026-03-05,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/superset
supertone,2022-08-05,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/supertone
superunit,2024-06-25,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/superunit
suplias,2021-06-30,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/suplias
surebright,2024-07-06,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/surebright
sureform,2025-04-10,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/sureform
suretynow,2024-01-31,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/suretynow
surface-labs,2023-08-25,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/surface-labs
surge,2024-11-14,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/surge
surtr-defense-systems,2026-05-12,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/surtr-defense-systems
svix,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/svix
svix,2023-03-08,funding,"Form D filed ($10,386,993 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1854436/000185443623000002/primary_doc.xml
swadesi-way,2021-03-02,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/swadesi-way
sweep,2023-05-19,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/sweep
sweetspot,2023-07-14,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/sweetspot
swerve,2025-07-24,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/swerve
swiftsku,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/swiftsku
swipe-2,2021-08-12,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/swipe-2
sygaldry-technologies,2025-05-27,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/sygaldry-technologies
sygaldry-technologies,2026-04-14,funding,"Form D filed ($139,034,650 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2125374/000094787126000430/primary_doc.xml
sylvian,2025-11-03,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/sylvian
symphony,2024-10-31,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/symphony
sync-2,2024-03-08,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/sync-2
sync-2,2021-09-01,funding,"Form D filed ($590,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1880312/000188031221000001/primary_doc.xml
synch,2023-07-28,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/synch
syncly,2022-12-06,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/syncly
synder,2021-07-07,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/synder
synnax,2024-07-15,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/synnax
synphony,2026-05-08,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/synphony
synsorybio,2024-02-08,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/synsorybio
synth-3,2024-10-15,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/synth-3
synthetic-sciences,2026-02-07,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/synthetic-sciences
synthetic-society,2025-07-16,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/synthetic-society
syntheticfi,2023-07-03,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/syntheticfi
synthio-labs,2025-04-12,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/synthio-labs
syntra,2024-08-15,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/syntra
syntropy,2026-03-03,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/syntropy
syrona-health,2022-03-01,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/syrona-health
sytex,2022-05-16,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/sytex
t3-chat,2022-03-03,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/t3-chat
tableflow,2023-02-15,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/tableflow
tablevibe-co,2021-06-25,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/tablevibe-co
tabula,2024-08-19,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/tabula
tag,2021-07-21,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/tag
tagsafe,2023-03-08,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/tagsafe
tai,2022-02-16,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/tai
taiga,2026-04-06,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/taiga
tailor,2022-06-01,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/tailor
take-app,2021-12-24,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/take-app
takecareos,2025-10-16,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/takecareos
talc,2023-07-14,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/talc
talentdrop,2021-06-25,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/talentdrop
talentpluto,2026-06-23,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/talentpluto
talentropy-ai,2022-01-12,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/talentropy-ai
talking-computers,2026-03-03,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/talking-computers
tallyhq,2025-02-11,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/tallyhq
taloflow,2021-02-09,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/taloflow
taloflow,2021-01-13,funding,"Form D filed ($1,753,458 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1839340/000183934021000001/primary_doc.xml
taloflow,2024-09-12,funding,"Form D filed ($250,025 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1839340/000183934024000003/primary_doc.xml
talus-bio,2021-08-24,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/talus-bio
tamarind-bio,2023-12-18,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/tamarind-bio
tamarind-bio,2025-05-15,funding,"Form D filed ($13,559,984 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2068537/000206853725000001/primary_doc.xml
tamlabs,2025-02-21,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/tamlabs
tandem-2,2024-05-29,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/tandem-2
tank-payments,2022-08-02,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/tank-payments
taofi,2021-03-20,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/taofi
taro,2022-07-21,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/taro
tarsal,2023-04-03,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/tarsal
tasklet-2,2026-04-03,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/tasklet-2
taste,2021-02-18,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/taste
taste,2023-01-01,homepage_shutdown_notice,"Thank you for dining with us With your help, we were able to deliver thousands of meals and over $1,000,000 to the best NYC restaurants during the COVID19 pandemic. Thank you for supporting NYC restaurants. So long, and farewell! For inquiries, please reach out to the founders: Jeff Chen Daryl Sew",wayback,https://web.archive.org/web/20230128/http://gettaste.com/
tavus,2021-07-07,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/tavus
taxgpt,2024-08-22,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/taxgpt
tdaycom,2026-06-01,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/tdaycom
teamout,2022-01-27,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/teamout
teamout,2024-08-13,funding,"Form D filed ($60,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2032195/000203219524000001/primary_doc.xml
techbiz,2021-03-05,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/techbiz
tectoai,2025-07-13,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/tectoai
tee-time-tommy,2025-02-26,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/tee-time-tommy
tegore,2025-05-20,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/tegore
tekton-dynamics,2024-01-26,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/tekton-dynamics
telemetron-ai,2025-10-07,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/telemetron-ai
telivy,2021-08-19,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/telivy
tell-if-ai,2025-10-10,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/tell-if-ai
telli,2024-12-01,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/telli
telmai,2021-08-24,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/telmai
telmai,2023-05-17,funding,"Form D filed ($8,461,497 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1977425/000197742523000001/primary_doc.xml
tempo-2,2023-07-20,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/tempo-2
ten-lives,2022-07-18,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/ten-lives
tendo,2022-01-20,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/tendo
tenet-industries,2026-04-02,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/tenet-industries
tennr,2023-02-16,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/tennr
tensorpool,2025-02-04,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/tensorpool
tensr,2025-11-13,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/tensr
tenyks,2021-08-27,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/tenyks
tepali,2026-02-26,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/tepali
terapify,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/terapify
tergle,2025-02-26,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/tergle
terminal,2023-06-16,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/terminal
terminal-use,2026-02-12,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/terminal-use
terra-api,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/terra-api
terracotta-ai,2023-06-13,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/terracotta-ai
terrain,2025-10-21,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/terrain
terrakotta,2024-01-04,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/terrakotta
terranox-ai,2026-02-23,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/terranox-ai
tesora,2025-08-19,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/tesora
tesseral,2024-02-20,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/tesseral
testerarmy,2026-03-17,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/testerarmy
testrigor,2021-08-24,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/testrigor
texel-ai,2023-02-22,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/texel-ai
text-ai,2025-04-14,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/text-ai
text-blaze,2021-03-11,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/text-blaze
textsidekick,2026-04-07,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/textsidekick
the-ankler,2021-12-16,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/the-ankler
the-breakaway,2021-07-11,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/the-breakaway
the-company-company,2026-05-11,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/the-company-company
the-context-company,2025-10-08,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/the-context-company
the-forecasting-company,2024-07-26,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/the-forecasting-company
the-hog,2025-10-31,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/the-hog
the-new-money-company,2024-03-19,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/the-new-money-company
the-prompting-company,2025-08-21,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/the-prompting-company
the-robot-learning-company,2025-05-18,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/the-robot-learning-company
the-synthesis-company,2024-07-11,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/the-synthesis-company
the-third-place,2021-03-10,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/the-third-place
the-token-company,2026-03-03,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/the-token-company
thedailyscout,2023-01-27,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/thedailyscout
theinterface,2025-08-12,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/theinterface
theneo,2022-02-16,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/theneo
theora,2025-08-02,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/theora
theorem-2,2025-05-19,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/theorem-2
thera,2022-08-27,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/thera
therify,2021-06-20,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/therify
therify,2023-08-30,funding,"Form D filed ($2,010,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1991625/000199162523000001/primary_doc.xml
therify,2025-12-10,funding,"Form D filed ($200,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1991625/000199162525000002/primary_doc.xml
theseus,2024-09-03,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/theseus
thesis,2025-11-07,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/thesis
thesis,2021-07-30,funding,"Form D filed ($26,040,176 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1638983/000163898321000004/primary_doc.xml
theta,2025-05-08,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/theta
theya,2023-03-08,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/theya
third-chair,2025-05-29,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/third-chair
thomas,2026-05-29,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/thomas
thorntale,2024-02-27,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/thorntale
thorntale,2026-04-01,homepage_shutdown_notice,"Thorntale | Presenting the Future Blog Pricing About Docs Blog Pricing About Docs Thorntale Presentations is shutting down in December 2025. Read the blog post here. Present your best Year in Review Thorntale is the easiest way to create beautiful presentations. Automatic slide layouts, AI creation , and beautiful themes, all designed to make you stand out . Don’t you have better things to do? Thorntale AI handles the busywork so you can focus on what matters. Missing an agenda? Need to split up a cluttered slide? Want someone to give the whole deck a g",wayback,https://web.archive.org/web/20260428/http://thorntale.com/
throxy,2025-04-24,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/throxy
thunder-compute,2024-08-09,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/thunder-compute
thyme,2024-07-19,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/thyme
ticket-wallet,2025-05-21,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/ticket-wallet
tigereye,2022-09-08,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/tigereye
tilt-2,2021-03-08,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/tilt-2
tinfoil,2025-04-16,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/tinfoil
tint,2021-01-13,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/tint
tint,2022-01-24,funding,"Form D filed ($29,575,006 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1905588/000190558822000001/primary_doc.xml
tiny,2024-11-10,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/tiny
tiny,2025-06-12,funding,"Form D filed ($1,916,378 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1836775/000183677525000004/primary_doc.xml
tiptap,2023-06-18,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/tiptap
tire-swing,2025-02-25,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/tire-swing
titipku,2021-07-09,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/titipku
tivara,2024-07-29,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/tivara
toko,2022-03-07,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/toko
toku,2021-07-12,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/toku
toku,2023-05-01,funding,"Form D filed ($3,200,822 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1975820/000197582023000001/primary_doc.xml
tola,2023-03-02,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/tola
tolmo,2026-06-17,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/tolmo
toma,2023-12-12,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/toma
