company_id,round_type,announced_date,amount_usd,investors,source,source_url
velontra,form_d,2021-06-23,150000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1868798/000186879821000001/primary_doc.xml
vendease,form_d,2022-09-28,19254761,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1948192/000194819222000001/primary_doc.xml
verde,form_d,2026-01-23,3000727,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2017872/000201787226000002/primary_doc.xml
verde,form_d,2025-04-18,1200000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2017872/000201787225000002/primary_doc.xml
verde,form_d,2024-05-24,700000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2017872/000201787224000001/primary_doc.xml
vinci-games,form_d,2021-05-19,0,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1863070/000186307021000001/primary_doc.xml
vooma,form_d,2024-12-10,14224988,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2048046/000204804624000001/primary_doc.xml
waffle,form_d,2022-06-07,2110000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1762643/000176264322000002/primary_doc.xml
waffle,form_d,2021-04-05,5004058,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1762643/000176264321000001/primary_doc.xml
waffle,form_d,2023-06-30,3310000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1762643/000176264323000002/primary_doc.xml
waffle,form_d,2025-03-25,500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1762643/000176264325000001/primary_doc.xml
waffle,form_d,2022-06-06,2110000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1762643/000176264322000001/primary_doc.xml
waffle,form_d,2024-12-09,4000000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1762643/000176264324000001/primary_doc.xml
wavelength,form_d,2024-01-16,3999994,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2007578/000200757824000001/primary_doc.xml
wingback,form_d,2022-02-01,1767000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1907935/000190793522000001/primary_doc.xml
worksphere,form_d,2021-04-05,380000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1827342/000172613221000003/primary_doc.xml
worksphere,form_d,2020-10-08,65000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1827342/000182734220000001/primary_doc.xml
worksphere,form_d,2020-12-02,435000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1827342/000182734220000002/primary_doc.xml
xeol,form_d,2023-12-06,3146997,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2003246/000200324623000001/primary_doc.xml
yummy-inc,form_d,2021-10-21,26934878,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1887940/000188794021000001/primary_doc.xml
zealth,form_d,2021-11-05,94999993,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1892475/000189247521000001/primary_doc.xml
zeropath,form_d,2026-03-23,7028000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2123552/000212355226000001/primary_doc.xml
zingbus,form_d,2025-06-06,12561244,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2071484/000207148425000001/primary_doc.xml
zoios,form_d,2024-05-13,1490296,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2023148/000202314824000001/primary_doc.xml
